RIAD_CODE;BIC;COUNTRY_OF_REGISTRATION;NAME;BOX;ADDRESS;POSTAL;CITY;CATEGORY;HEAD_COUNTRY_OF_REGISTRATION;HEAD_NAME;HEAD_RIAD_CODE;RESERVE;EXEMPT;RIAD_CODE2
AT0000026326759;SMWRAT21XXX;AT;Sparkasse Mühlviertel-West Bank Aktiengesellschaft;2;Stadtplatz, 24;4150;Rohrbach-Berg;Credit institution S122;;;;Y;N;AT0000026326759
AT0000002400602;SPMIAT21XXX;AT;Sparkasse Mittersill Bank AG;;Stadtplatz, 4;5730;Mittersill;Credit institution S122;;;;Y;N;AT0000002400602
AT0000016295733;SBGSAT2SXXX;AT;Salzburger Sparkasse Bank Aktiengesellschaft;180;Alter Markt, 3;5020;Salzburg;Credit institution S122;;;;Y;N;AT0000016295733
AT0000001747003;SPIMAT21XXX;AT;Sparkasse Imst AG;;Sparkassenplatz, 1;6460;Imst;Credit institution S122;;;;Y;N;AT0000001747003
AT0000014360406;SPIHAT22XXX;AT;Tiroler Sparkasse Bankaktiengesellschaft Innsbruck;245;Sparkassenplatz, 1;6010;Innsbruck;Credit institution S122;;;;Y;N;AT0000014360406
AT0000002420717;SPKIAT2KXXX;AT;Sparkasse der Stadt Kitzbühel;90;Bahnhofstraße, 6;6370;Kitzbühel;Credit institution S122;;;;Y;N;AT0000002420717
AT0000001017373;SPKUAT22XXX;AT;Sparkasse Kufstein Tiroler Sparkasse von 1877;20;Oberer Stadtplatz, 1;6330;Kufstein;Credit institution S122;;;;Y;N;AT0000001017373
AT0000002401253;LISPAT21XXX;AT;Lienzer Sparkasse AG;;Johannesplatz, 6;9900;Lienz;Credit institution S122;;;;Y;N;AT0000002401253
AT0000043122017;SPRTAT21XXX;AT;Sparkasse Rattenberg Bank AG;;Sparkassenplatz, 69;6240;Rattenberg;Credit institution S122;;;;Y;N;AT0000043122017
AT0000002420550;SPREAT21XXX;AT;Sparkasse Reutte AG;;Obermarkt, 51;6600;Reutte;Credit institution S122;;;;Y;N;AT0000002420550
AT0000000806750;SPSCAT22XXX;AT;Sparkasse Schwaz AG;45;Franz-Josef-Straße, 8-10;6130;Schwaz;Credit institution S122;;;;Y;N;AT0000000806750
AT0000018117117;SPBRAT2BXXX;AT;Sparkasse Bregenz Bank Aktiengesellschaft;331;Sparkassenplatz, 1;6900;Bregenz;Credit institution S122;;;;Y;N;AT0000018117117
AT0000000757870;DOSPAT2DXXX;AT;Dornbirner Sparkasse Bank AG;18;Sparkassenplatz, 1;6850;Dornbirn;Credit institution S122;;;;Y;N;AT0000000757870
AT0000002401410;SPEGAT21XXX;AT;Sparkasse der Gemeinde Egg;;Nr., 873;6863;Egg (Vbg.);Credit institution S122;;;;Y;N;AT0000002401410
AT0000000759306;SPFKAT2BXXX;AT;Sparkasse der Stadt Feldkirch;50;Sparkassenplatz, 1;6800;Feldkirch;Credit institution S122;;;;Y;N;AT0000000759306
AT0000002401501;SSBLAT21XXX;AT;Sparkasse Bludenz Bank AG;19;Sparkassenplatz, 1;6700;Bludenz;Credit institution S122;;;;Y;N;AT0000002401501
AT0000002403465;SPFNAT21XXX;AT;Sparkasse Feldkirchen/Kärnten;16;Sparkassenstraße, 1 a;9560;Feldkirchen (Ktn.);Credit institution S122;;;;Y;N;AT0000002403465
AT0000014788002;KSPKAT2KXXX;AT;Kärntner Sparkasse Aktiengesellschaft;516;Neuer Platz, 14;9020;Klagenfurt;Credit institution S122;;;;Y;N;AT0000014788002
AT0000016438275;STSPAT2GXXX;AT;Steiermärkische Bank und Sparkassen Aktiengesellschaft;844;Sparkassenplatz, 4;8010;Graz;Credit institution S122;;;;Y;N;AT0000016438275
AT0000052607106;SPMZAT21XXX;AT;Sparkasse Mürzzuschlag Aktiengesellschaft;;Mariazeller Straße, 4a;8680;Mürzzuschlag;Credit institution S122;;;;Y;N;AT0000052607106
AT0000002407458;SPPLAT21XXX;AT;Sparkasse Pöllau AG;;Hauptplatz, 2;8225;Pöllau;Credit institution S122;;;;Y;N;AT0000002407458
AT0000018318285;SPVOAT21XXX;AT;Sparkasse Voitsberg-Köflach Bankaktiengesellschaft;11;Bahnhofstraße, 2;8570;Voitsberg;Credit institution S122;;;;Y;N;AT0000018318285
AT0000016839340;BAOSATWWXXX;AT;Bausparkasse der österreichischen Sparkassen Aktiengesellschaft;169;Am Belvedere, 1;1100;Wien;Credit institution S122;;;;Y;N;AT0000016839340
AT0000016076505;RZBAATWWXXX;AT;Raiffeisen Bank International AG;50;Am Stadtpark, 9;1030;Wien;Credit institution S122;;;;Y;N;AT0000016076505
AT0000002446191;RBSKATW1XXX;AT;Raiffeisen Bausparkasse Gesellschaft m.b.H.;29;Mooslackengasse, 12;1190;Wien;Credit institution S122;;;;Y;N;AT0000002446191
AT0000049307208;RLNWATWWXXX;AT;RAIFFEISENLANDESBANK NIEDERÖSTERREICH-WIEN AG;991;Friedrich-Wilhelm-Raiffeisenplatz, 1;1020;Wien;Credit institution S122;;;;Y;N;AT0000049307208
AT0000002582102;RLNWATW1002;AT;Raiffeisenbank Wagram-Schmidatal eGen;;Bahnhofstraße, 25;3462;Absdorf;Credit institution S122;;;;Y;N;AT0000002582102
AT0000002583779;RLNWATWWAMS;AT;Raiffeisenbank Region Amstetten eGen;1;Raiffeisenplatz, 1;3300;Amstetten;Credit institution S122;;;;Y;N;AT0000002583779
AT0000002588067;RLNWATWWAUE;AT;Raiffeisenbank Auersthal-Bockfließ-Groß Schweinbarth eGen;0;Hauptstr., 78;2214;Auersthal;Credit institution S122;;;;Y;N;AT0000002588067
AT0000002588653;RLNWATWWBAD;AT;Raiffeisenbank Region Baden eGen;55;Raiffeisenplatz, 1;2500;Baden bei Wien;Credit institution S122;;;;Y;N;AT0000002588653
AT0000002588901;RLNWATW1059;AT;Raiffeisenkasse Blindenmarkt eGen;;Hauptstraße, 40;3372;Blindenmarkt;Credit institution S122;;;;Y;N;AT0000002588901
AT0000002590048;RLNWATWWBRL;AT;Raiffeisenbank Bruck-Carnuntum eGen;62;Raiffeisenplatz, 1;2460;Bruck an der Leitha;Credit institution S122;;;;Y;N;AT0000002590048
AT0000002590204;RLNWATWWGAE;AT;Raiffeisen-Regionalbank Gänserndorf eGen;20;Bahnstraße, 8;2230;Gänserndorf;Credit institution S122;;;;Y;N;AT0000002590204
AT0000002590634;RLNWATW1099;AT;Raiffeisenkasse Dobersberg-Waldkirchen eGen;22;Hauptplatz, 20;3843;Dobersberg;Credit institution S122;;;;Y;N;AT0000002590634
AT0000002591798;RLNWATWW123;AT;Raiffeisenbank Eggenburg eGen;;Hauptplatz, 24-26;3730;Eggenburg;Credit institution S122;;;;Y;N;AT0000002591798
AT0000002644233;RLNWATW1127;AT;Raiffeisenbank Thayatal-Mitte eGen;21;Hauptplatz, 11;3820;Raabs an der Thaya;Credit institution S122;;;;Y;N;AT0000002644233
AT0000002592333;RLNWATW1145;AT;Raiffeisenkasse Ernstbrunn eGen;0;Hauptpl., 11;2115;Ernstbrunn;Credit institution S122;;;;Y;N;AT0000002592333
AT0000002587846;RLNWATWWASP;AT;Raiffeisenbank Region Wiener Alpen eGen;;Bahnstraße, 3;2870;Aspang;Credit institution S122;;;;Y;N;AT0000002587846
AT0000002606141;RLNWATWWGTD;AT;Raiffeisen Regionalbank Mödling eGen;78;Hauptstraße, 27-29;2340;Mödling;Credit institution S122;;;;Y;N;AT0000002606141
DE00466;BYLADEM1BGL;DE;Sparkasse Berchtesgadener Land;Postfach 2;Bahnhofstr. 17;83435;Bad Reichenhall;Credit institution S122;;;;Y;N;DE00466
DE00467;BYLADEM1WOR;DE;Sparkasse Bad Tölz-Wolfratshausen;Postfach 1;Bahnhofplatz 1;83646;Bad Tölz;Credit institution S122;;;;Y;N;DE00467
DE00469;BYLADEM1SKB;DE;Sparkasse Bamberg;Postfach 1;Carl-Meinelt-Str. 10;96050;Bamberg;Credit institution S122;;;;Y;N;DE00469
DE00471;BYLADEM1SBT;DE;Sparkasse Bayreuth;;Luitpoldplatz 11;95444;Bayreuth;Credit institution S122;;;;Y;N;DE00471
DE00480;BYLADEM1CHM;DE;Sparkasse im Landkreis Cham;Postfach 1;Further Str. 1;93413;Cham;Credit institution S122;;;;Y;N;DE00480
DE00481;BYLADEM1COB;DE;Sparkasse Coburg - Lichtenfels;Postfach 3;Markt 2-3;96450;Coburg;Credit institution S122;;;;Y;N;DE00481
DE00482;BYLADEM1DAH;DE;Sparkasse Dachau;;Sparkassenplatz 1;85221;Dachau;Credit institution S122;;;;Y;N;DE00482
DE00483;BYLADEM1DEG;DE;Sparkasse Deggendorf;Postfach 1;Oberer Stadtplatz 27;94469;Deggendorf;Credit institution S122;;;;Y;N;DE00483
DE00484;BYLADEM1DLG;DE;Sparkasse Dillingen - Nördlingen;Postfach 1;Königstraße 36;89407;Dillingen a.d. Donau;Credit institution S122;;;;Y;N;DE00484
DE00487;BYLADEM1DON;DE;Sparkasse Donauwörth;Postfach 1;Reichsstr. 31/33;86609;Donauwörth;Credit institution S122;;;;Y;N;DE00487
DE00492;BYLADEM1EGF;DE;Sparkasse Rottal-Inn;Postfach 1;Pfarrkirchener Str. 16;84307;Eggenfelden;Credit institution S122;;;;Y;N;DE00492
DE00495;BYLADEM1ERD;DE;Kreis- und Stadtsparkasse Erding - Dorfen;Postfach 1;Alois-Schießl-Platz 4;85435;Erding;Credit institution S122;;;;Y;N;DE00495
DE00496;BYLADEM1ERH;DE;Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach;;Hugenottenplatz 5;91054;Erlangen;Credit institution S122;;;;Y;N;DE00496
DE00497;BYLADEM1ESB;DE;Vereinigte Sparkassen Eschenbach i.d.OPf. Neustadt a.d.Waldnaab Vohenstrauß;Postfach 1;Sparkassenplatz;92660;Neustadt a d Waldnaab;Credit institution S122;;;;Y;N;DE00497
DE00499;BYLADEM1FOR;DE;Sparkasse Forchheim;Postfach 6;Klosterstraße 14;91301;Forchheim, Oberfr.;Credit institution S122;;;;Y;N;DE00499
DE00500;BYLADEM1FSI;DE;Sparkasse Freising Moosburg;Postfach 1;Untere Hauptstr. 29;85354;Freising, Oberbay;Credit institution S122;;;;Y;N;DE00500
DE00501;BYLADEM1FRG;DE;Sparkasse Freyung-Grafenau;Postfach 1;Passauer Str. 8;94078;Freyung;Credit institution S122;;;;Y;N;DE00501
DE00503;BYLADEM1FFB;DE;Sparkasse Fürstenfeldbruck;Postfach 1;Hauptstraße 8;82256;Fürstenfeldbruck;Credit institution S122;;;;Y;N;DE00503
DE00505;BYLADEM1SFU;DE;Sparkasse Fürth;Postfach 2;Maxstraße 32;90762;Fürth, Bay;Credit institution S122;;;;Y;N;DE00505
DE00512;BYLADEM1GZK;DE;Sparkasse Günzburg-Krumbach;Postfach 1;An der Kapuzinermauer 2;89312;Günzburg;Credit institution S122;;;;Y;N;DE00512
DE00513;BYLADEM1GUN;DE;Vereinigte Sparkassen Gunzenhausen;Postfach 1;Marktplatz 43 - 45;91710;Gunzenhausen;Credit institution S122;;;;Y;N;DE00513
DE00524;BYLADEM1ING;DE;Sparkasse Ingolstadt Eichstätt;Postfach 2;Rathausplatz 6;85049;Ingolstadt, Donau;Credit institution S122;;;;Y;N;DE00524
DE00526;BYLADEM1KFB;DE;Kreis- und Stadtsparkasse Kaufbeuren;Postfach 1;Ludwigstr. 26;87600;Kaufbeuren;Credit institution S122;;;;Y;N;DE00526
DE00529;BYLADEM1ALG;DE;Sparkasse Allgäu;Postfach 2;Residenzplatz 23;87435;Kempten (Allgäu);Credit institution S122;;;;Y;N;DE00529
DE00535;BYLADEM1KUB;DE;Sparkasse Kulmbach-Kronach;Postfach 1;Fritz-Hornschuch-Straße 10;95326;Kulmbach;Credit institution S122;;;;Y;N;DE00535
DE00537;BYLADEM1LLD;DE;Sparkasse Landsberg-Dießen;Postfach 1;Hauptplatz 1 - 7;86899;Landsberg am Lech;Credit institution S122;;;;Y;N;DE00537
DE00538;BYLADEM1LAH;DE;Sparkasse Landshut;Postfach 4;Bischof-Sailer-Platz 431;84028;Landshut, Isar;Credit institution S122;;;;Y;N;DE00538
DE00558;BYLADEM1MDF;DE;Sparkasse Altötting-Mühldorf;Postfach 1;Katharinenplatz 17;84453;Mühldorf am Inn;Credit institution S122;;;;Y;N;DE00558
DE00560;BYLADEM1KMS;DE;Kreissparkasse München Starnberg Ebersberg;;Sendlinger-Tor-Platz 1;80336;München;Credit institution S122;;;;Y;N;DE00560
DE00561;SSKMDEMMXXX;DE;Stadtsparkasse München;;Sparkassenstraße 2;80331;München;Credit institution S122;;;;Y;N;DE00561
DE00564;BYLADEM1NEB;DE;Sparkasse Neuburg-Rain;Postfach 1;Theresienstr. B 186;86633;Neuburg a.d. Donau;Credit institution S122;;;;Y;N;DE00564
DE00565;BYLADEM1NMA;DE;Sparkasse Neumarkt i.d. OPf.-Parsberg;Postfach 1;Obere Marktstr. 52;92318;Neumarkt, Oberpf.;Credit institution S122;;;;Y;N;DE00565
DE00566;BYLADEM1SAD;DE;Sparkasse im Landkreis Schwandorf;Postfach 1;Postgartenstr. 4-6;92421;Schwandorf;Credit institution S122;;;;Y;N;DE00566
DE00567;BYLADEM1NEA;DE;Sparkasse im Landkreis Neustadt a.d. Aisch-Bad Windsheim;Postfach 1;Sparkassenplatz 1;91413;Neustadt a.d. Aisch;Credit institution S122;;;;Y;N;DE00567
DE00569;BYLADEM1NUL;DE;Sparkasse Neu-Ulm-Illertissen;Postfach 1;Insel 13;89231;Neu-Ulm;Credit institution S122;;;;Y;N;DE00569
DE00572;SSKNDE77XXX;DE;Sparkasse Nürnberg;;Lorenzer Platz 12;90402;Nürnberg, Mittelfr;Credit institution S122;;;;Y;N;DE00572
DE00573;BYLADEM1MIL;DE;Sparkasse Miltenberg-Obernburg;;Mainstr. 15;63897;Miltenberg;Credit institution S122;;;;Y;N;DE00573
DE00580;BYLADEM1PAS;DE;Sparkasse Passau;Postfach 2;Nikolastr. 1;94032;Passau;Credit institution S122;;;;Y;N;DE00580
DE00583;BYLADEM1PAF;DE;Sparkasse Pfaffenhofen;Postfach 1;Sparkassenplatz 11 - 13;85276;Pfaffenhofen a.d. Ilm;Credit institution S122;;;;Y;N;DE00583
DE00588;BYLADEM1REG;DE;Sparkasse Regen-Viechtach;Postfach 1;Ludwigsbrücke 2;94209;Regen;Credit institution S122;;;;Y;N;DE00588
DE00590;BYLADEM1RBG;DE;Sparkasse Regensburg;;Lilienthalstraße 5;93049;Regensburg;Credit institution S122;;;;Y;N;DE00590
DE00592;BYLADEM1ROS;DE;Sparkasse Rosenheim-Bad Aibling;Postfach 1;Kufsteiner Str. 1-5;83022;Rosenheim, Oberbayern;Credit institution S122;;;;Y;N;DE00592
DE00601;BYLADEM1SRS;DE;Sparkasse Mittelfranken-Süd;Postfach 1;Westring 38;91154;Roth, Mittelfr.;Credit institution S122;;;;Y;N;DE00601
DE00605;BYLADEM1KSW;DE;Sparkasse Schweinfurt-Haßberge;Postfach 4;Jägersbrunnen 1-7;97421;Schweinfurt;Credit institution S122;;;;Y;N;DE00605
DE00607;BYLADEM1HOF;DE;Sparkasse Hochfranken;Postfach 1;Schillerstraße 3;95100;Selb;Credit institution S122;;;;Y;N;DE00607
DE00612;BYLADEM1SRG;DE;Sparkasse Niederbayern-Mitte;Postfach 0;Theresienplatz 12/24;94315;Straubing;Credit institution S122;;;;Y;N;DE00612
DE03293;SCFBDE33XXX;DE;Santander Consumer Bank Aktiengesellschaft;Postfach 1;Santander-Platz 1;41061;Mönchengladbach;Credit institution S122;;;;Y;N;DE03293
DE03345;AUGBDE77XXX;DE;Augsburger Aktienbank Aktiengesellschaft;;Halderstraße 21;86150;Augsburg, Bay;Credit institution S122;;;;Y;N;DE03345
DE03361;WEFZDED1WE1;DE;Bank11 für Privatkunden und Handel GmbH;;Hammer Landstraße 91;41460;Neuss;Credit institution S122;;;;Y;N;DE03361
DE03369;HSTBDEHHXXX;DE;Hanseatic Bank GmbH & Co KG;Postfach 7;Bramfelder Chaussee 101;22177;Hamburg;Credit institution S122;;;;Y;N;DE03369
DE03383;SUFGDE51XXX;DE;Süd-West-Kreditbank Finanzierung GmbH;Postfach 1;Am Ockenheimer Graben 52;55411;Bingen;Credit institution S122;;;;Y;N;DE03383
DE03388;CPLUDES2XXX;DE;CreditPlus Bank Aktiengesellschaft;Postfach 1;Augustenstraße 7;70178;Stuttgart;Credit institution S122;;;;Y;N;DE03388
DE03392;BMWBDEMUXXX;DE;BMW Bank GmbH;;Lilienthalallee 26;80939;München;Credit institution S122;;;;Y;N;DE03392
DE03402;VOWADE2BXXX;DE;Volkswagen Bank Gesellschaft mit beschränkter Haftung;;Gifhorner Straße 57;38112;Braunschweig;Credit institution S122;;;;Y;N;DE03402
DE03416;HKBBDEF1DOT;DE;HKB Bank GmbH;;Lyoner Straße 36;60528;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03416
DE03430;GENODED1BRZ;DE;Brühler Bank eG;;Tiergartenstraße 1 - 7;50321;Brühl, Rheinl.;Credit institution S122;;;;Y;N;DE03430
DE03437;RCIDDE3NXXX;DE;RCI Banque S.A. Niederlassung Deutschland;;Jagenbergstraße 1;41468;Neuss;Credit institution S122;FR;RCI Banque;FR11188;Y;N;DE03437
DE03439;AKFBDE33XXX;DE;akf bank GmbH & Co KG;Postfach 2;Am Diek 50;42277;Wuppertal;Credit institution S122;;;;Y;N;DE03439
DE03444;OYAKDE5KXXX;DE;OYAK ANKER Bank GmbH;Postfach 7;Lyoner Straße 9;60528;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03444
DE03467;KFWIDEFFXXX;DE;Kreditanstalt für Wiederaufbau;Postfach 1;Palmengartenstraße 5 - 9;60325;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03467
DE03468;LAREDEFFXXX;DE;Landwirtschaftliche Rentenbank;Postfach 1;Theodor-Heuss-Allee 80;60486;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03468
DE03471;LFFBDEMMXXX;DE;LfA Förderbank Bayern;Postfach 2;Königinstraße 17;80539;München;Credit institution S122;;;;Y;N;DE03471
DE03472;AARBDE5WXXX;DE;Aareal Bank AG;Postfach 2;Paulinenstraße 15;65189;Wiesbaden;Credit institution S122;;;;Y;N;DE03472
DE03473;DVKBDEFFXXX;DE;DVB Bank SE;Postfach 1;Platz der Republik 6;60325;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03473
DE03475;AUSKDEFFXXX;DE;AKA Ausfuhrkredit-Gesellschaft mit beschränkter Haftung;Postfach 1;Große Gallusstraße 1 - 7;60311;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03475
DE03478;IKBDDEDDXXX;DE;IKB Deutsche Industriebank Aktiengesellschaft;Postfach 1;Wilhelm-Bötzkes-Straße 1;40474;Düsseldorf;Credit institution S122;;;;Y;N;DE03478
DE03483;SIKBDE55XXX;DE;Saarländische Investitionskreditbank Aktiengesellschaft;Postfach 1;Franz-Josef-Röder-Straße 17;66119;Saarbrücken;Credit institution S122;;;;Y;N;DE03483
DE03487;OWHBDEFFXXX;DE;VTB Bank (Europe) SE;Postfach 1;Rüsterstraße 7 - 9;60325;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03487
DE03488;TEKRDE71XXX;DE;TEBA Kreditbank GmbH & Co. KG;Postfach 1;Lindenstr. 5;94405;Landau a.d. Isar;Credit institution S122;;;;Y;N;DE03488
DE03490;EIHBDE21XXX;DE;Europäisch-Iranische Handelsbank Aktiengesellschaft;Postfach 1;Depenau 2;20095;Hamburg;Credit institution S122;;;;Y;N;DE03490
DE03492;KICRDE31XXX;DE;Bank für Kirche und Caritas eG;Postfach 1;Kamp 17;33098;Paderborn;Credit institution S122;;;;Y;N;DE03492
DE03493;SOLADES1MGL;DE;Sparkasse Markgräflerland;Postfach 1;Hauptstraße 279;79576;Weil am Rhein;Credit institution S122;;;;Y;N;DE03493
DE03494;CBSRDE71XXX;DE;CB Bank GmbH;Postfach 0;Gabelsbergerstraße 32;94315;Straubing;Credit institution S122;;;;Y;N;DE03494
DE03498;IRVTDEFXXXX;DE;The Bank of New York Mellon Filiale Frankfurt am Main;;Friedrich-Ebert-Anlage 49 (MesseTurm);60308;Frankfurt am Main;Credit institution S122;US;The Bank of New York Mellon;US0ECBM00041;Y;N;DE03498
DE03503;MHCBDEDDXXX;DE;Mizuho Bank, Ltd. Filiale Düsseldorf;Postfach 2;Benrather Straße 18 - 20;40213;Düsseldorf;Credit institution S122;JP;Mizuho Bank, Ltd.;JP0ECBM00015;Y;N;DE03503
DE03507;BSCHDEFFXXX;DE;Banco Santander, S.A. Filiale Frankfurt;Postfach 1;Große Gallusstraße 18 (Omniturm);60312;Frankfurt am Main;Credit institution S122;ES;Banco Santander, S.A.;ES0049;Y;N;DE03507
DE03510;PSADDEF1XXX;DE;PSA Bank Deutschland GmbH;Postfach 1;Siemensstraße 10;63263;Neu-Isenburg;Credit institution S122;;;;Y;N;DE03510
DE03514;MHBFDEFFXXX;DE;Raisin Bank AG;;Niedenau 61 - 63;60325;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03514
DE03515;;DE;Wells Fargo Bank International UC, Niederlassung Frankfurt;;Friedrich-Ebert-Anlage 49;60308;Frankfurt am Main;Credit institution S122;IE;Wells Fargo Bank International Unlimited Company;IEC44686;Y;N;DE03515
DE03535;GENODE61DET;DE;RAIFFEISENBANK HARDT-BRUHRAIN eG;Postfach 8;Hauptstr. 53-55;76706;Dettenheim;Credit institution S122;;;;Y;N;DE03535
DE03536;GENODE61LMB;DE;Volksbank Limbach eG;Postfach 1;Ringstraße 5;74838;Limbach, Baden;Credit institution S122;;;;Y;N;DE03536
DE03544;GENODE61WIB;DE;Raiffeisenbank Baiertal eG;;Alte Bahnhofstraße 10;69168;Wiesloch;Credit institution S122;;;;Y;N;DE03544
DE03545;GENODE61WYH;DE;Raiffeisenbank Wyhl eG;;Hauptstr. 27/29;79369;Wyhl;Credit institution S122;;;;Y;N;DE03545
DE03546;GENODEF1FUY;DE;VR Bank Metropolregion Nürnberg eG;Postfach 1;Bahnhofstraße 2;91413;Neustadt a.d. Aisch;Credit institution S122;;;;Y;N;DE03546
DE03548;GENODEF1FSY;DE;Freisinger Bank eG Volksbank-Raiffeisenbank;Postfach 1;Münchner Str. 2;85354;Freising, Oberbay;Credit institution S122;;;;Y;N;DE03548
DE03549;GENODEF1EDZ;DE;Raiffeisenbank Erding eG;Postfach 1;Bahnhofstraße 38;85435;Erding;Credit institution S122;;;;Y;N;DE03549
DE03551;GENODES1AMM;DE;Volksbank Ammerbuch eG;;Herrenberger Str. 1;72119;Ammerbuch;Credit institution S122;;;;Y;N;DE03551
DE03552;GENODES1RBS;DE;Raiffeisenbank Bad Schussenried - Aulendorf eG.;;Hauptstraße 90;88427;Aulendorf;Credit institution S122;;;;Y;N;DE03552
DE03553;GENODES1BOE;DE;Raiffeisenbank Böllingertal eG;;Am Ratsplatz 1;74078;Heilbronn;Credit institution S122;;;;Y;N;DE03553
DE03556;GENODES1RCY;DE;Raiffeisenbank im Kreis Calw eG;;Untere Torstraße 5;75387;Neubulach;Credit institution S122;;;;Y;N;DE03556
ES1544;BACAESMM;ES;Andbank España, S.A.;;Ps de la Castellana, 55;28046;Madrid;Credit institution S122;;;;Y;N;ES1544
ES1545;;ES;CA Indosuez Wealth (Europe), Sucursal en España;;Pº Castellana, 1;28046;Madrid;Credit institution S122;LU;CA Indosuez Wealth (Europe);LUB00331;Y;N;ES1545
ES1546;;ES;CNH Industrial Capital Europe, S.A.S., Sucursal en España;;Cl Estrella Denébola, 8;28045;Madrid;Credit institution S122;FR;CNH Industrial Capital Europe;FR13838;Y;N;ES1546
ES2000;CECAESMM;ES;Cecabank, S.A.;;Cl Alcalá,27;28014;Madrid;Credit institution S122;;;;Y;N;ES2000
ES2045;CECAESMM045;ES;Caja de Ahorros y Monte de Piedad de Ontinyent;;PZ SANTO DOMINGO, 24;46870;ONTINYENT;Credit institution S122;;;;Y;N;ES2045
ES2056;CECAESMM056;ES;Colonya - Caixa D'estalvis de Pollensa;;PZ MAYOR, 7;7460;POLLENÇA;Credit institution S122;;;;Y;N;ES2056
ES2080;CAGLESMMVIG;ES;Abanca Corporacion Bancaria, S.A.;;CI Cantón Claudino Pita, 2;15300;Betanzos;Credit institution S122;;;;Y;N;ES2080
ES2085;CAZRES2Z;ES;Ibercaja Banco, S.A.;;Pz D. Basilio Paraíso, 2;50008;Zaragoza;Credit institution S122;;;;Y;N;ES2085
ES2095;BASKES2B;ES;Kutxabank, S.A.;;CL GRAN VÍA, 30-32;48009;BILBAO;Credit institution S122;;;;Y;N;ES2095
ES2100;CAIXESBB;ES;Caixabank, S.A.;;Cl Pintor Sorolla 2-4;46002;Valencia;Credit institution S122;;;;Y;N;ES2100
ES2103;UCJAES2M;ES;Unicaja Banco, S.A.;;Av Andalucía, 10-12;29007;Málaga;Credit institution S122;;;;Y;N;ES2103
ES3001;BCOEESMM001;ES;Caja Rural de Almendralejo, Sociedad Cooperativa de Crédito;;PZ DE SAN ANTONIO, SN;6200;ALMENDRALEJO;Credit institution S122;;;;Y;N;ES3001
ES3005;BCOEESMM005;ES;Caja Rural Central, Sociedad Cooperativa de Crédito;;CL JOSÉ MARÍA SARGET 29;3300;ORIHUELA;Credit institution S122;;;;Y;N;ES3005
ES3007;BCOEESMM007;ES;Caja Rural de Gijón, Sociedad Cooperativa Asturiana de Crédito;;PS DE LA INFANCIA, 10;33207;GIJON;Credit institution S122;;;;Y;N;ES3007
ES3008;BCOEESMM008;ES;Caja Rural de Navarra, S. Coop. de Crédito;;PZ DE LOS FUEROS, 1;31003;PAMPLONA/IRUÑA;Credit institution S122;;;;Y;N;ES3008
ES3009;BCOEESMM009;ES;Caja Rural de Extremadura, Sociedad Cooperativa de Crédito;;Av de Santa Marina 15;6005;Badajoz;Credit institution S122;;;;Y;N;ES3009
ES3016;BCOEESMM016;ES;Caja Rural de Salamanca, Sociedad Cooperativa de Crédito;;Puerta de Zamora, 2;37005;Salamanca;Credit institution S122;;;;Y;N;ES3016
ES3017;BCOEESMM017;ES;Caja Rural de Soria, Sociedad Cooperativa de Crédito;;Cl Diputación,1;42003;Soria;Credit institution S122;;;;Y;N;ES3017
ES3018;BCOEESMM018;ES;Caja Rural Regional San Agustín Fuente Álamo Murcia, Sociedad Cooperativa de Crédito;;Gran Vía, 1;30320;Fuente Álamo;Credit institution S122;;;;Y;N;ES3018
ES3020;BCOEESMM020;ES;Caja Rural de Utrera, Sociedad Cooperativa Andaluza de Crédito;;PZ DEL ALTOZANO, 22;41710;UTRERA;Credit institution S122;;;;Y;N;ES3020
ES3023;BCOEESMM023;ES;Caja Rural de Granada, Sociedad Cooperativa de Crédito;;Av Don Bosco, 2;18006;Granada;Credit institution S122;;;;Y;N;ES3023
ES3025;CDENESBB;ES;Caixa de Crédit dels Enginyers- Caja de Crédito de los Ingenieros, S. Coop. de Crédito;;Via Laietana, 39;8003;Barcelona;Credit institution S122;;;;Y;N;ES3025
ES3029;CCRIES2A029;ES;Caja de Crédito de Petrel, Caja Rural, Cooperativa de Crédito Valenciana;;CL SAN BARTOLOMÉ,2;3610;PETRER;Credit institution S122;;;;Y;N;ES3029
ES3035;CLPEES2M;ES;Caja Laboral Popular Coop. de Crédito;;PS JOSE MARÍA ARIZMENDIARRIETA SN;20500;ARRASATE/MONDRAGON;Credit institution S122;;;;Y;N;ES3035
ES3045;CCRIES2A045;ES;Caixa Rural Altea, Cooperativa de Crédito Valenciana;;PS LABRADOR, 1;3590;ALTEA;Credit institution S122;;;;Y;N;ES3045
